text H-ID,preferred_name,language,literary_form,specific_genre Record Title,date_of_creation,is_written_by (Person) Record Title,described_at_URL,doc H-ID,Shelfmark,siglum,status,Settlement,repository,collection,idno,Date,jonas_id,arlima_id
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45178,"Dijon, Bibliothèque municipale, 528 (300¹)",I,mutilated,Dijon,Bibliothèque municipale,,528,1201-1250,http://jonas.irht.cnrs.fr/manuscrit/18076,https://arlima.net/no/7844
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45392,"Épinal, Bibliothèque municipale, 165",,,Épinal,Bibliothèque municipale,,165,,,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45383,"Fribourg, Bibliothèque cantonale et universitaire, L1715",,fragment,Fribourg,Bibliothèque cantonale et universitaire,,L1715,1281-1300,http://jonas.irht.cnrs.fr/manuscrit/81026,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,49496,"Gand, University Library, Hs. 2582/QL8. It has now been renumbered HS.2582/406.",,fragment,Gand,University Library,Hs.,2582/QL8. It has now been renumbered HS.2582/406.,1196-1305,http://jonas.irht.cnrs.fr/manuscrit/83389,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,49950,"Genève, Bibliothèque de Genève, olim lat. 130",,fragment,Genève,Bibliothèque de Genève,,olim lat. 130,1241-1260,,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45448,"Jerusalem, Bibliothèque nationale et universitaire, Ms. Var. 475.a",,fragment,Jerusalem,Bibliothèque nationale et universitaire,,Ms. Var. 475.a,1231-1250,https://jonas.irht.cnrs.fr/manuscrit/82595,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45402,"Leiden, Universiteitsbibliotheek, BPL 2833",,fragment,Leiden,Universiteitsbibliotheek,,BPL 2833,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/78632,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45405,"Lille, Bibliothèque municipale, Godefroy 64 (151) [fin 13es.] (L1),",L1,,Lille,Bibliothèque municipale,Godefroy,"64 (151) [fin 13es.] (L1),",1251-1320,http://jonas.irht.cnrs.fr/manuscrit/29106,https://arlima.net/no/8221
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,46147,"Metz, Archives municipales, II 129 n°2",,fragment,Metz,Archives municipales,,II 129 n°2,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/74825,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45411,"Milano, Biblioteca Ambrosiana, Q 075 sup.",,fragment,Milano,Biblioteca Ambrosiana,,Q 075 sup.,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/35560,
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45301,"Montpellier, Bibliothèque interuniversitaire Section de médecine, H 243",J,,Montpellier,Bibliothèque interuniversitaire Section de médecine,,H 243,1281-1300,http://jonas.irht.cnrs.fr/manuscrit/36270,https://arlima.net/no/8223
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45365,"Oxford, Bodleian Library, Rawlinson F 150",O,,Oxford,Bodleian Library,Rawlinson,F 150,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/40720,https://arlima.net/no/8228
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,49466,"Oxford, Brasenose College Library, UB/S I 52",Z10,fragment,Oxford,Brasenose College Library,,UB/S I 52,1201-1300,,https://arlima.net/no/8103
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45047,"Paris, Bibliothèque nationale de France, Arsenal 2983",A,,Paris,Bibliothèque nationale de France,Arsenal,2983,1181-1220,http://jonas.irht.cnrs.fr/manuscrit/42933,https://arlima.net/no/7965
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45679,"Paris, Bibliothèque nationale de France, Arsenal 3143",,,Paris,Bibliothèque nationale de France,Arsenal,3143,1301-1320,http://jonas.irht.cnrs.fr/manuscrit/42944,https://arlima.net/no/6801
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45709,"Paris, Bibliothèque nationale de France, français 1442",,,Paris,Bibliothèque nationale de France,français,1442,1276-1300,http://jonas.irht.cnrs.fr/manuscrit/45608,https://arlima.net/no/4495
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45981,"Paris, Bibliothèque nationale de France, français 1443",C,,Paris,Bibliothèque nationale de France,français,1443,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75479,https://arlima.net/no/4496
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45867,"Paris, Bibliothèque nationale de France, français 1461",D,,Paris,Bibliothèque nationale de France,français,1461,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75482,https://arlima.net/no/4588
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45839,"Paris, Bibliothèque nationale de France, français 1582",F,,Paris,Bibliothèque nationale de France,français,1582,1226-1250,http://jonas.irht.cnrs.fr/manuscrit/73746,https://arlima.net/no/6182
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45872,"Paris, Bibliothèque nationale de France, français 1622",,,Paris,Bibliothèque nationale de France,français,1622,1251-1276,http://jonas.irht.cnrs.fr/manuscrit/45636,https://arlima.net/no/5069
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45944,"Paris, Bibliothèque nationale de France, français 19160",E,,Paris,Bibliothèque nationale de France,français,19160,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/45866,https://arlima.net/no/4273
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45944,"Paris, Bibliothèque nationale de France, français 19161",,mutilated,Paris,Bibliothèque nationale de France,français,19161,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/45867,https://arlima.net/no/4272
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,45727,"Paris, Bibliothèque nationale de France, français 2179",,,Paris,Bibliothèque nationale de France,français,2179,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75491,https://arlima.net/no/7281
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,46036,"Paris, Bibliothèque nationale de France, français 4988",,,Paris,Bibliothèque nationale de France,français,4988,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75496,https://arlima.net/no/6810
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,46061,"Paris, Bibliothèque nationale de France, NAF 10051",V,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,10051,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/78630,https://arlima.net/no/5933
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,46052,"Paris, Bibliothèque nationale de France, NAF 23011",,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,23011,1201-1500,http://jonas.irht.cnrs.fr/manuscrit/72271,https://arlima.net/no/6355
652,Garin le Lorrain,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/11528|http://jonas.irht.cnrs.fr/oeuvre/5643,47262,"Torino, Biblioteca nazionale universitaria, L. II. 14 (1639)",T,,Torino,Biblioteca nazionale universitaria,,L. II. 14 (1639),1311,http://jonas.irht.cnrs.fr/manuscrit/59028,https://arlima.net/no/5394
653,Gaufrey,fro (Old French),verse,chanson de geste,1201 to 1300,,https://arlima.net/no/1206|http://jonas.irht.cnrs.fr/oeuvre/8354,45299,"Montpellier, Bibliothèque interuniversitaire Section de médecine, H 247",,,Montpellier,Bibliothèque interuniversitaire Section de médecine,,H 247,1351-1400,http://jonas.irht.cnrs.fr/manuscrit/36274,https://arlima.net/no/3208
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,49926,", , localisation actuelle inconnue: 1 f. ayant appartenu à Edmund Stengel (voir l'éd. Bartsch 1880)",,fragment,,,,localisation actuelle inconnue: 1 f. ayant appartenu à Edmund Stengel (voir l'éd. Bartsch 1880),,,
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45456,"Berkeley, University of California, Bancroft Library UCB 140",W,,Berkeley,University of California,Bancroft Library,UCB 140,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/7266,https://arlima.net/no/8742
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45454,"Berkeley, University of California, Bancroft Library UCB 72",R,,Berkeley,University of California,Bancroft Library,UCB 72,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/7258,https://arlima.net/no/7982
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45603,"Bern, Burgerbibliothek, 113",B,,Bern,Burgerbibliothek,,113,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/7975,
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45408,"Besançon, Archives départementales, Série B, ms. 5",Z7,fragment,Besançon,Archives départementales,,"Série B, ms. 5",1301-1400,http://jonas.irht.cnrs.fr/manuscrit/80341,https://arlima.net/no/8219
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45520,"Bruxelles, Bibliothèque royale, 9630",Q,,Bruxelles,Bibliothèque royale,,9630,1281-1300,http://jonas.irht.cnrs.fr/manuscrit/10358,https://arlima.net/no/6906
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45509,"Bruxelles, Bibliothèque royale, IV 824 (nn. 46 et 47)",,fragment,Bruxelles,Bibliothèque royale,,IV 824 (nn. 46 et 47),1251-1300,http://jonas.irht.cnrs.fr/manuscrit/83419,
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,47324,"Cambridge, Corpus Christi College, Parker Library, Print Book E-6-14",,fragment,Cambridge,Corpus Christi College,Parker Library,Print Book E-6-14,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/78629,https://arlima.net/no/8102
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45274,"Cambridge, University Library, Additional 5964 (39)",,fragment,Cambridge,University Library,Additional,5964 (39),1201-1300,http://jonas.irht.cnrs.fr/manuscrit/78629,https://arlima.net/no/8011
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45241,"Carpentras, Bibliothèque Inguimbertine, 405",Z,fragment,Carpentras,Bibliothèque Inguimbertine,,405,1301-1400,http://jonas.irht.cnrs.fr/manuscrit/13818,https://arlima.net/no/8218
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45249,"Châlons, Archives départementales, 3.J.138",Z2,fragment,Châlons,Archives départementales,,3.J.138,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/83426,https://arlima.net/no/8220
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45178,"Dijon, Bibliothèque municipale, 528 (300¹)",I,mutilated,Dijon,Bibliothèque municipale,,528 (300¹),1201-1250,http://jonas.irht.cnrs.fr/manuscrit/18076,https://arlima.net/no/7844
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45451,"Hannover, Niedersächsische Landesbibliothek, IV. 576",H,fragment,Hannover,Niedersächsische Landesbibliothek,,IV. 576,1251-1300,http://jonas.irht.cnrs.fr/manuscrit/75449,https://arlima.net/no/8007
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45405,"Lille, Bibliothèque municipale, Godefroy 64 (151) [fin 13es.] (L1),",L1,,Lille,Bibliothèque municipale,Godefroy,"64 (151) [fin 13es.] (L1),",1251-1300,http://jonas.irht.cnrs.fr/manuscrit/29106,https://arlima.net/no/8221
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,49927,localisation actuelle inconnue: 1 f. édité par Rochambeau 1867,,fragment,,,,localisation actuelle inconnue: 1 f. édité par Rochambeau 1867,1201-1300,,https://arlima.net/no/8224
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45301,"Montpellier, Bibliothèque interuniversitaire Section de médecine, H 243",J/Z6,,Montpellier,Bibliothèque interuniversitaire Section de médecine,,H243,1226-1300,http://jonas.irht.cnrs.fr/manuscrit/36270,https://arlima.net/no/8223
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45365,"Oxford, Bodleian Library, Rawlinson F 150",O,,Oxford,Bodleian Library,Rawlinson,F 150,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/40720,https://arlima.net/no/8228
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45047,"Paris, Archives nationales,  AB/XIX/1724, dossier Aube, Gerbert de Metz ",Z1,fragment,Paris,Archives nationales,,"AB/XIX/1724, dossier Aube, Gerbert de Metz ",1281-1300,http://jonas.irht.cnrs.fr/manuscrit/82683,https://arlima.net/no/8222
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45047,"Paris, Bibliothèque nationale de France, Arsenal 2983",A,,Paris,Bibliothèque nationale de France,Arsenal,2983,1181-1220,http://jonas.irht.cnrs.fr/manuscrit/42933,https://arlima.net/no/7965
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45679,"Paris, Bibliothèque nationale de France, Arsenal 3143",N,,Paris,Bibliothèque nationale de France,Arsenal,3143,1301-1320,http://jonas.irht.cnrs.fr/manuscrit/42944,https://arlima.net/no/6801
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45709,"Paris, Bibliothèque nationale de France, français 1442",P,,Paris,Bibliothèque nationale de France,français,1442,1276-1300,http://jonas.irht.cnrs.fr/manuscrit/45608,https://arlima.net/no/4495
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45981,"Paris, Bibliothèque nationale de France, français 1443",C,,Paris,Bibliothèque nationale de France,français,1443,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75479,https://arlima.net/no/4496
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45867,"Paris, Bibliothèque nationale de France, français 1461",D/Z3,,Paris,Bibliothèque nationale de France,français,1461,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75482,https://arlima.net/no/4588
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45839,"Paris, Bibliothèque nationale de France, français 1582",F,,Paris,Bibliothèque nationale de France,français,1582,1226-1250,http://jonas.irht.cnrs.fr/manuscrit/73746,https://arlima.net/no/6182
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45872,"Paris, Bibliothèque nationale de France, français 1622",M,,Paris,Bibliothèque nationale de France,français,1622,1251-1276,http://jonas.irht.cnrs.fr/manuscrit/45636,https://arlima.net/no/5069
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45944,"Paris, Bibliothèque nationale de France, français 19160",E,,Paris,Bibliothèque nationale de France,français,19160,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/45866,https://arlima.net/no/4273
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45943,"Paris, Bibliothèque nationale de France, français 19161",G,,Paris,Bibliothèque nationale de France,français,19161,1301-1400,http://jonas.irht.cnrs.fr/manuscrit/45867,https://arlima.net/no/4272
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45727,"Paris, Bibliothèque nationale de France, français 2179",X,,Paris,Bibliothèque nationale de France,français,2179,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75491,https://arlima.net/no/7281
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,46036,"Paris, Bibliothèque nationale de France, français 4988",S,,Paris,Bibliothèque nationale de France,français,4988,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/75496,https://arlima.net/no/6810
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,46061,"Paris, Bibliothèque nationale de France, NAF 10051",V,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,10051,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/78630,https://arlima.net/no/5933
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,46052,"Paris, Bibliothèque nationale de France, NAF 23011",,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,23011,1201-1500,http://jonas.irht.cnrs.fr/manuscrit/72271,https://arlima.net/no/6355
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,49760,"Seitenstetten, Stiftsbibliothek, Fragmentenschachtel, sans cote",K,fragment,Seitenstetten,Stiftsbibliothek,,,1201-1300,,
654,Girbert de Metz,fro (Old French),verse,chanson de geste,1181 to 1200,"Jean de Flagy
(1101 to 1199)",https://arlima.net/no/1231|http://jonas.irht.cnrs.fr/oeuvre/3669,45412,"Vesoul, Archives départementales, Série 60-J",Z17,fragment,Vesoul,Archives départementales,,Série 60-J,1201-1400,http://jonas.irht.cnrs.fr/manuscrit/72924,https://arlima.net/no/8229
657,Macario [Geste Francor],fro_ITA (Franco-Italian),verse,chanson de geste,1301 to 1350,,https://arlima.net/no/1613|http://jonas.irht.cnrs.fr/oeuvre/11092,45112,"Venezia, Biblioteca nazionale Marciana, fr. Z. 13 (=256)",,,Venezia,Biblioteca nazionale Marciana,fr.,Z. 13 (=256),1301-1350,http://jonas.irht.cnrs.fr/manuscrit/72986,https://arlima.net/no/2405
658,Girart de Roussillon,fro (Old French),verse,chanson de geste,1326 to 1348,,https://arlima.net/no/5123|http://jonas.irht.cnrs.fr/oeuvre/8595,45515,"Bruxelles, Bibliothèque royale, 11181",B,,Bruxelles,Bibliothèque royale,,11181,1426-1450,http://jonas.irht.cnrs.fr/manuscrit/74929,https://arlima.net/no/9936
658,Girart de Roussillon,fro (Old French),verse,chanson de geste,1326 to 1348,,https://arlima.net/no/5123|http://jonas.irht.cnrs.fr/oeuvre/8595,45300,"Montpellier, Bibliothèque interuniversitaire Section de médecine, H 244",M,,Montpellier,Bibliothèque interuniversitaire Section de médecine,,H 244,1481-1500,http://jonas.irht.cnrs.fr/manuscrit/36271,https://arlima.net/no/3207
658,Girart de Roussillon,fro (Old French),verse,chanson de geste,1326 to 1348,,https://arlima.net/no/5123|http://jonas.irht.cnrs.fr/oeuvre/8595,45302,"Montpellier, Bibliothèque interuniversitaire Section de médecine, H 349",S,,Montpellier,Bibliothèque interuniversitaire Section de médecine,,H 349,1341-1360,http://jonas.irht.cnrs.fr/manuscrit/36369,https://arlima.net/no/3214
658,Girart de Roussillon,fro (Old French),verse,chanson de geste,1326 to 1348,,https://arlima.net/no/5123|http://jonas.irht.cnrs.fr/oeuvre/8595,46043,"Paris, Bibliothèque nationale de France, français 15103",P,,Paris,Bibliothèque nationale de France,français,15103,1417,http://jonas.irht.cnrs.fr/manuscrit/72917,https://arlima.net/no/4467
661,Gui de Bourgogne,fro (Old French),verse,chanson de geste,1211 to 1240,,https://arlima.net/no/287|http://jonas.irht.cnrs.fr/oeuvre/11091,45252,"Darmstadt, Universitäts- und Landesbibliothek, 3306",D,fragment,Darmstadt,Universitäts- und Landesbibliothek,,3306,1201-1400,http://jonas.irht.cnrs.fr/manuscrit/17653,https://arlima.net/no/12147
661,Gui de Bourgogne,fro (Old French),verse,chanson de geste,1211 to 1240,,https://arlima.net/no/287|http://jonas.irht.cnrs.fr/oeuvre/11091,45582,"London, British Library, Harley 527",L,,London,British Library,Harley,527,1201-1250,http://jonas.irht.cnrs.fr/manuscrit/30623,https://arlima.net/no/3008
661,Gui de Bourgogne,fro (Old French),verse,chanson de geste,1211 to 1240,,https://arlima.net/no/287|http://jonas.irht.cnrs.fr/oeuvre/11091,,"Sees, Bibliothèque de l'Evêché, 14 (T. o. 3), 17 (T. q. 10), 19 (T. q. 12), 22 (T. f. 27) (gardes)",S,fragment,Sées,Bibliothèque de l'Évêché,,,1226-1300,http://jonas.irht.cnrs.fr/manuscrit/75781,
661,Gui de Bourgogne,fro (Old French),verse,chanson de geste,1211 to 1240,,https://arlima.net/no/287|http://jonas.irht.cnrs.fr/oeuvre/11091,45418,"Tours, Bibliothèque municipale, 937",T,,Tours,Bibliothèque municipale,,937,1201-1300,http://jonas.irht.cnrs.fr/manuscrit/60311,https://arlima.net/no/3992
662,Gui de Nanteuil,fro (Old French),verse,chanson de geste,1180 to 1220,,https://arlima.net/no/341|http://jonas.irht.cnrs.fr/oeuvre/8357,45471,"Basel, Öffentliche Bibliothek der Universität, N. I. 6",,fragment,Basel,Öffentliche Bibliothek der Universität,,N. I. 06,1201-1220,http://jonas.irht.cnrs.fr/manuscrit/72586,
